Key	English	Russian
literal.da153f81b6d9adcb	Unknown resident	Неизвестный житель
literal.93a2bd7e27084c1c	SELECTED	ВЫБРАН
literal.a691335a7f7b0e56	READY FOR THE TRAIL	ГОТОВ К ПОХОДУ
literal.f0a3ca74e28e4086	Unavailable for scouting duty	Не может быть разведчиком
literal.40e43185c0977564	The Scout Lodge awaits a free adult for the first expedition.	Пост разведчиков ждёт свободного взрослого для первой экспедиции.
literal.21ee79e7eefa397f	THE CITY REMEMBERS	ПОСЕЛЕНИЕ ПОМНИТ
literal.c602ad59812f8ddb	NEW CITY ITEM	НОВОЕ ДОСТОЯНИЕ
literal.93e73fb2f4fa6b28	UNKNOWN FIND	НЕИЗВЕСТНАЯ НАХОДКА
literal.5ce5da99ef15c46d	UNIQUE CITY BOON	УНИКАЛЬНЫЙ ДАР
literal.81f691d22024d47e	CITY CHEST  /  PERMANENT	СУНДУК ПОСЕЛЕНИЯ  /  НАВСЕГДА
literal.26791baf19238224	SEND TO CITY CHEST	УБРАТЬ В СУНДУК
literal.60d6bdc996ce4b8f	CITY ITEM	ДОСТОЯНИЕ ПОСЕЛЕНИЯ
literal.79f434d0350e2c07	Confirm	Подтвердить
literal.4fa59cb3dfebed49	SETTLEMENT NOTICES	ВЕСТИ ПОСЕЛЕНИЯ
literal.ee11ef68d3aa4abe	Choose a buildable location.	Выберите подходящее место для строительства.
literal.d89de25a91eedefe	Explore this area before building here.	Сначала исследуйте эту область.
literal.7e52790681a4bffc	Another structure already occupies this space.	Это место уже занято другой постройкой.
literal.bcd7e6962ea17648	Move the whole footprint inside the map.	Переместите всю постройку в границы карты.
literal.5abe1d57a1c0c2f0	This building needs suitable land or water access.	Этому зданию нужна подходящая земля или доступ к воде.
literal.b675f8296c0d8f75	Not enough construction materials.	Недостаточно строительных материалов.
literal.d27a6f6f8a80aed8	Builders cannot reach this site.	Строители не могут добраться до этого места.
literal.223afad9e14059e7	A resident is standing in the footprint.	На месте строительства находится житель.
literal.6a063d9aaad96406	The Fisher Hut needs accessible fishing water.	Хижине рыбаков нужен доступ к рыбным водам.
literal.346f706554631551	Place the Mine over a discovered Iron deposit.	Разместите шахту над разведанным месторождением железа.
literal.fbfd5efd2a3d7f61	Place the Coal Pit over a discovered Coal deposit.	Разместите угольную яму над разведанным месторождением угля.
literal.04026d5ad2c2bc81	Place the Clay Pit over a Clay field.	Разместите глиняный карьер на глиняном поле.
literal.0ea19d29498f6b90	The bridge bank must be walkable.	Берег у моста должен быть проходимым.
literal.44d98dd3c4caf608	The bridge bank is not buildable.	На этом берегу нельзя построить мост.
literal.9054775bcdcf02db	Explore both bridge banks first.	Сначала исследуйте оба берега.
literal.63baf08bab8ce56a	Start the bridge beside a river.	Начните мост у реки.
literal.0d5f03c6b963dceb	The bridge span is blocked.	Пролёт моста заблокирован.
literal.b11c1da727078593	Explore the whole bridge span first.	Сначала исследуйте весь пролёт моста.
literal.cf65d1679de78cde	The bridge must cross at least one river cell.	Мост должен пересекать хотя бы одну речную клетку.
literal.862a9a90fb478073	No valid opposite bank is in range.	В пределах дальности нет подходящего противоположного берега.
literal.9fff15fbc6c428b5	Choose one of the highlighted opposite banks.	Выберите один из подсвеченных противоположных берегов.
literal.15ad0c514bf18ea1	Terrain blocks construction here.	Рельеф не позволяет строить здесь.
literal.2c84fefd020399b7	Choose a valid, reachable location.	Выберите подходящее доступное место.
literal.dcb67264d7b762af	BUILD  [B]	СТРОИТЬ  [B]
literal.38fc9442f4154d23	Open construction palette [B].	Открыть меню строительства [B].
literal.a59ea63d701647ab	Let the hunter loose	Выпустить охотника
literal.cbc4841825bc1ab4	Continue	Продолжить
literal.b6af80a82decff02	A SETTLEMENT CHRONICLE	ЛЕТОПИСЬ ПОСЕЛЕНИЯ
literal.0fbb1dc7d1c06687	Skip story	Пропустить историю
